,Date,Open,High,Low,Close,Volume,DayVolitility,DayPriceChange,WkPriceChange,MthPriceChange,SixMthPriceChange,YrPriceChange,TwoYrPriceChange,FutWkPriceChange,FutMthPriceChange,FutSixMthPriceChange,FutYrPriceChange,FutTwoYrPriceChange
0,1984-09-07,0.42388,0.42902,0.41874,0.42388,23220030,0.023961586872406904,0.0,,,,,,0.05138246673586866,-0.06343776540530333,,-0.4350051901481551,0.3234877795602531
1,1984-09-10,0.42388,0.42516,0.41366,0.42134,18022532,0.02704864051180722,-0.005992261960932277,,,,,,0.08506194522238575,-0.057791807091659875,-0.12768785304030006,-0.42248540371196663,0.3160393031755826
2,1984-09-11,0.42516,0.43668,0.42516,0.42902,42498199,0.02638087386644694,0.018227559690511264,,,,,,0.026805277143256756,-0.08358584681366832,-0.19113328049974365,-0.42687986574052494,0.33094028250431196
3,1984-09-12,0.42902,0.43157,0.41618,0.41618,37125801,0.035660495400514414,-0.029928674653862286,,,,,,0.036979191695900804,-0.08299293574895483,-0.16617809601614686,-0.40614637897063766,0.3448507857177183
4,1984-09-13,0.43927,0.44052,0.43927,0.43927,57822062,0.002837555616090115,0.055480801576241134,,,,,,-0.014592391922963022,-0.13706831789104645,-0.17790880324174196,-0.4139822887973229,0.18583103785826482
5,1984-09-14,0.44052,0.45589,0.44052,0.44566,68847968,0.033714273179933696,0.014546861838960146,0.05138246673586866,,,,,-0.037337880895750075,-0.18680159763048065,,-0.4339182336310191,0.1380873311493067
6,1984-09-17,0.45718,0.46357,0.45718,0.45718,53755262,0.013784325991759605,0.025849302158596155,0.08506194522238575,,,,,-0.07003805940767316,-0.16249617218600987,-0.23249048514808168,-0.46775886959184565,0.1566560216982371
7,1984-09-18,0.45718,0.46103,0.44052,0.44052,27136886,0.04448734355681838,-0.036440789185878564,0.026805277143256756,,,,,-0.05525288295650599,-0.13366021974030695,-0.19474711704349412,-0.4476300735494416,0.2619177335875782
8,1984-09-19,0.44052,0.44566,0.43157,0.43157,29641922,0.031616030157519126,-0.02031689821120497,0.036979191695900804,,,,,-0.047408299928169306,-0.0801260513937484,-0.16324118914660424,-0.4005607433324838,0.2665384526264567
9,1984-09-20,0.43286,0.43668,0.43286,0.43286,18453585,0.00874782449390854,0.002989086359107551,-0.014592391922963022,,,,,-0.05024719308783454,-0.05620754978514997,-0.1804971584345979,-0.3728226216328605,0.25398512221041436
10,1984-09-21,0.43286,0.44566,0.42388,0.42902,27842780,0.04887133689359602,-0.00887122857274869,-0.037337880895750075,,,,,-0.06575451027924106,-0.04776001118828965,,-0.37606638385156876,0.25075754044100496
11,1984-09-24,0.42902,0.43157,0.42516,0.42516,22033109,0.014852746947192852,-0.00899724954547576,-0.07003805940767316,,,,,-0.07832345469940727,-0.04523003104713508,-0.15361275755009873,-0.3675087026060777,0.3220905071032083
12,1984-09-25,0.42388,0.42388,0.41618,0.41618,46515020,0.01816551854298387,-0.02112146015617644,-0.05525288295650599,,,,,-0.05226104089576622,-0.003051564227017134,-0.15993079917343456,-0.3661156230477197,0.3849776538997549
13,1984-09-26,0.41618,0.4354,0.41111,0.41111,30947546,0.055787781350482346,-0.012182228843289011,-0.047408299928169306,,,,,-0.025054121767896564,0.0185595096202964,-0.14957067451533657,-0.3832550898786212,0.3645982826980616
14,1984-09-27,0.41111,0.41366,0.41111,0.41111,29541971,0.006164482908669111,0.0,-0.05024719308783454,,,,,-0.012600034054146003,-0.01877842913088945,-0.1402787575101554,-0.3832550898786212,0.3395441609301646
15,1984-09-28,0.41111,0.41111,0.39316,0.40081,65093531,0.04366228016832474,-0.025054121767896564,-0.06575451027924106,,,,,-0.009530700331828013,-0.019086350140964492,,-0.3674060028442404,0.3637384296798982
16,1984-10-01,0.39956,0.39956,0.39186,0.39186,27268068,0.01927119831815005,-0.022329782191063186,-0.07832345469940727,,,,,0.013091410197519693,0.006558464757821625,-0.14380135762772417,-0.35619864237227583,0.32343183790129126
